difficulty	writtenForm	reading	writtenFormWrongAnswers	readingWrongAnswers
3	梔子	くちなし	闇雲|徒然|蟷螂|郭公|鬼灯	くびれる|くまなく|みみたぶ|あんどん|しののめ
3	鬼灯	ほおずき	慇懃|宵闇|闇雲|黄昏|有明	あかつき|ありあけ|ののしる|かっこう|ひしゃく
3	薊	あざみ	霰|鮑|雹|蝮|蚕	あわび|あられ|いびつ|みぞれ|ちまき
3	漸く	ようやく	忽ち|強ち|罵る|訝る|凡そ	ひしゃく|よいやみ|くまなく|あんどん|なにとぞ
3	黒子	ほくろ	柘榴|水面|睫毛|慚愧|火鉢	ざくろ|ひばり|ずさん|およそ|やかん
3	翻す	ひるがえす	唆す|蹲る|強ち|忽ち|漸く	そそのかす|おびやかす|しょうすい|しんしゃく|かたつむり
3	罵る	ののしる	訝る|漸く|強ち|忽ち|抉る	いぶかる|そびえる|こじれる|やつれる|くびれる
3	百舌	もず	河岸|木瓜|時化|栗鼠|蚯蚓	しけ|かし|ぼけ|りす|なぎ
3	雲雀	ひばり	火鉢|薬缶|睫毛|水面|飛沫	ひばち|ひょう|いろり|みみず|ずさん
3	郭公	かっこう	篝火|蟷螂|外郎|鬼灯|行灯	かまきり|かがりび|ういろう|かすれる|どじょう
3	雹	ひょう	鮑|鼬|歪|鰆|霙	ひばち|ひばり|まむし|いびつ|あられ
3	漣	さざなみ	曙|暁|蛤|鰌|薊	よいやみ|どじょう|はまぐり|あかつき|あけぼの
3	脅かす	おびやかす	準える|喧しい|面持ち|隈なく|掠れる	そそのかす|ひるがえす|なぞらえる|やかましい|こんにゃく
3	柘榴	ざくろ	黒子|慚愧|蚯蚓|狭間|杜撰	ほくろ|ざんき|ずさん|めばる|やかん
3	面持ち	おももち	括れる|隈なく|拗れる|聳える|掠れる	あながち|たちまち|くまなく|そびえる|でたらめ
3	駒鳥	こまどり	殊更|蟷螂|耳朶|篝火|宵闇	ことさら|かまきり|はまぐり|こじれる|ありあけ
3	時化	しけ	木瓜|河岸|栗鼠|百舌|飛沫	ぼけ|おけ|かし|りす|もず
3	燭台	しょくだい	憔悴|斟酌|蝸牛|蒟蒻|善哉	しょうすい|しんしゃく|やかましい|かたつむり|ひるがえす
3	火鉢	ひばち	雲雀|飛沫|杜撰|薬缶|氷柱	ひばり|ひょう|いたち|ずさん|ざくろ
3	耳朶	みみたぶ	善哉|東雲|慇懃|郭公|外郎	ようやく|かっこう|いぶかる|かがりび|ありあけ
3	睫毛	まつげ	水面|火鉢|狭間|柘榴|蚯蚓	まむし|つらら|やかん|およそ|ほくろ
3	水面	みなも	蚯蚓|火鉢|慚愧|杜撰|黒子	みなす|みみず|みぞれ|ざんき|つらら
3	蒟蒻	こんにゃく	斟酌|憔悴|燭台|蝸牛|柄杓	しんしゃく|しょうすい|うずくまる|かたつむり|しょくだい
3	鱧	はも	鯊|鱚|桶|凪|歪	はぜ|おけ|きす|なぎ|しけ
3	鰆	さわら	蝮|霰|霙|項|薊	つらら|かいこ|みぞれ|あわび|いびつ
3	河岸	かし	時化|木瓜|栗鼠|百舌|狼煙	しけ|ぼけ|りす|もず|はぜ
3	掠れる	かすれる	括れる|拗れる|窶れる|聳える|面持ち	やつれる|くびれる|こじれる|そびえる|ののしる
3	狭間	はざま	黒子|蚯蚓|柘榴|飛蝗|眼張	ざんき|ざくろ|えぐる|のろし|およそ
3	鱚	きす	鱧|凪|桶|鯊|鼬	りす|はぜ|おけ|なぎ|はも
3	何卒	なにとぞ	闇雲|慇懃|梔子|東雲|有明	かがりび|くちなし|ほおずき|ようやく|ひしゃく
3	眼張	めばる	慚愧|柘榴|薬缶|杜撰|蚯蚓	えぐる|はざま|ひばち|ざくろ|まつげ
3	鰌	どじょう	暁|曙|蛤|漣|雹	ういろう|かっこう|あけぼの|はまぐり|さざなみ
3	鯊	はぜ	鱧|凪|鱚|桶|鰆	はも|きす|おけ|なぎ|りす
3	斟酌	しんしゃく	蒟蒻|憔悴|燭台|蝸牛|柄杓	こんにゃく|しょうすい|しょくだい|かたつむり|うずくまる
3	慚愧	ざんき	柘榴|飛沫|薬缶|眼張|狭間	しぶき|ざくろ|ちまき|えぐる|つらら
3	憔悴	しょうすい	燭台|斟酌|蒟蒻|蝸牛|善哉	しょくだい|しんしゃく|やかましい|かたつむり|ひるがえす
3	看做す	みなす	聳える|拗れる|面持ち|隈なく|括れる	みなも|みみず|みぞれ|いろり|ざくろ
3	準える	なぞらえる	脅かす|喧しい|聳える|括れる|窶れる	うずくまる|おびやかす|やかましい|しんしゃく|しょうすい
3	括れる	くびれる	掠れる|拗れる|窶れる|隈なく|聳える	こじれる|やつれる|かすれる|そびえる|くまなく
3	窶れる	やつれる	拗れる|掠れる|括れる|聳える|隈なく	こじれる|くびれる|かすれる|そびえる|ののしる
3	拗れる	こじれる	掠れる|窶れる|括れる|聳える|隈なく	やつれる|くびれる|かすれる|そびえる|ののしる
3	抉る	えぐる	凡そ|罵る|訝る|漸く|強ち	めばる|ひばち|やかん|まつげ|みなも
3	唆す	そそのかす	翻す|蹲る|訝る|忽ち|漸く	おびやかす|ひるがえす|うずくまる|しょくだい|こんにゃく
3	訝る	いぶかる	罵る|漸く|強ち|忽ち|蹲る	いんぎん|ののしる|そびえる|こじれる|やつれる
3	聳える	そびえる	窶れる|拗れる|括れる|掠れる|面持ち	くびれる|やつれる|こじれる|かすれる|ののしる
3	蹲る	うずくまる	唆す|翻す|罵る|訝る|強ち	なぞらえる|かたつむり|しんしゃく|そそのかす|しょうすい
3	曙	あけぼの	暁|鰌|蛤|漣|鮑	あかつき|ありあけ|あながち|あんどん|さざなみ
3	有明	ありあけ	行灯|鬼灯|蟷螂|梔子|駒鳥	あながち|あんどん|あかつき|あけぼの|くちなし
3	黄昏	たそがれ	徒然|有明|耳朶|慇懃|善哉	つれづれ|たちまち|かまきり|ようやく|みみたぶ
3	暁	あかつき	曙|蛤|鰌|漣|霰	あけぼの|ほおずき|ありあけ|あんどん|あながち
3	宵闇	よいやみ	蟷螂|梔子|東雲|鬼灯|慇懃	ようやく|さざなみ|みみたぶ|ことさら|かまきり
3	篝火	かがりび	郭公|蟷螂|行灯|徒然|闇雲	かまきり|かっこう|かすれる|しののめ|ようやく
3	狼煙	のろし	水面|蚯蚓|飛蝗|睫毛|雲雀	まむし|つらら|ずさん|やかん|ざんき
3	霙	みぞれ	霰|粽|盥|蝮|蚕	あられ|みみず|みなも|みなす|ちまき
3	霰	あられ	鮑|霙|薊|蝮|鼬	みぞれ|あざみ|あわび|ちまき|うなじ
3	氷柱	つらら	飛蝗|杜撰|狭間|水面|睫毛	さわら|ほくろ|ひばち|しぶき|まつげ
3	飛沫	しぶき	慚愧|薬缶|蚯蚓|眼張|火鉢	ざんき|ちまき|つらら|のろし|はざま
3	凪	なぎ	桶|鱧|鯊|鱚|歪	きす|おけ|はぜ|はも|ぼけ
3	行灯	あんどん	有明|慇懃|殊更|黄昏|駒鳥	あながち|ありあけ|いんぎん|あかつき|あけぼの
3	胡坐	あぐら	胡倉|足坐|阿具良|胡蔵|胡羅	あぐだ|あぐれ|こぐら|うぐら|あくら
3	踵	かかと	踝|趾|蹠|腱|跖	かがと|かかど|かかお|かかて|かかち
3	踝	くるぶし	踵|趾|蹠|脛|腓	くるふし|くるべし|くるぼし|くるぶせ|くろぶし
3	腋	わき	肋|腓|脛|臂|腑	わぎ|わけ|わく|わきい|わきえ
3	肋	あばら	腋|腓|脛|肘|臂	あはら|あばれ|あばろ|あばり|あぼら
3	瞼	まぶた	瞳|眸|眦|眉|睫	まぶだ|まふた|まぶて|まべた|まぶら
3	鼾	いびき	咳|嗽|嚏|喘|呻	いひき|いびぎ|いびけ|いぶき|いびきい
3	嚏	くしゃみ	咳|嗽|喘|噎|嚥	くじゃみ|くしゃび|くしやみ|くしゃめ|くさみ
3	涎	よだれ	唾|洟|汗|涙|膿	よたれ|よだり|よでれ|よだら|よどれ
3	痣	あざ	疣|瘤|痕|斑|瘡	あさ|あざあ|あざり|あじゃ|あず
3	疣	いぼ	痣|瘤|疹|瘡|腫	いほ|いぼう|いば|いぼり|いぼお
3	独楽	こま	独間|小魔|独馬|古間|独摩	どくらく|こまあ|こば|こまり|どくま
3	賽子	さいころ	賽頃|祭子路|采転|賽転|才頃	さいごろ|さいころう|さいこる|せいころ|さいころり
3	箒	ほうき	箕|篩|箆|笊|筵	ほおき|ほうぎ|ほき|ぼうき|ほうけ
3	鋏	はさみ	鋸|鑿|鉋|鎌|鏝	はざみ|はさめ|はさび|きょうみ|はさみい
3	錐	きり	鑿|鉋|釘|鋲|錨	きれ|きら|ぎり|きりい|きる
3	錨	いかり	錐|鉤|鎖|鐙|鋲	いがり|いかれ|いかる|いかりい|いかに
3	梯子	はしご	梯五|橋子|梯御|端子|梯護	はじご|はしこ|はしごう|はしげ|はしぐ
3	櫛	くし	槌|杓|桝|栓|栖	ぐし|くじ|くしゅ|くしい|くせ
3	簪	かんざし	針|鋲|髪刺|鐶|鉤	かんさし|かざし|かんざじ|かんざす|かんさじ
3	櫓	やぐら	楼|槌|樽|柵|桟	やくら|やぐろ|やぐれ|やぐらあ|やから
3	鞍	くら	鞄|鞘|鞭|鐙|轡	ぐら|くらあ|くらり|あんら|くれ
3	鞘	さや	鞍|鞄|靴|鞭|鞠	ざや|さゆ|さやあ|しゃや|さよ
3	襷	たすき	帯|紐|縄|褌|袂	たずき|たすぎ|たすけ|たすきい|だすき
3	鉾	ほこ	槍|弓|矢|鉞|鎌	ぼこ|ほご|ほこう|ほこり|ほけ
3	鞭	むち	鞘|鞍|鞄|靴|鞠	むじ|むちい|むて|むき|むちゃ
3	烏帽子	えぼし	烏帽志|絵帽子|烏保子|江帽志|烏帽司	えほし|えぼじ|うぼし|えぼす|えぼしい
3	御簾	みす	御須|美簾|御栖|実簾|御洲	みず|みせ|みすう|おす|みし
3	簾	すだれ	簀|箕|篩|筵|簑	すたれ|すだり|すでれ|すだれい|ずだれ
3	衝立	ついたて	衝建|付立|衝盾|継立|衝立手	ついだて|ついたち|ついらて|しょうたて|ついたてい
3	文机	ふづくえ	文作机|譜机|文付江|文机江|不机	ふつくえ|ふづくい|ぶんづくえ|ふずくえ|ふづけ
3	火箸	ひばし	火橋|火端|灯箸|火箸木|日箸	ひはし|ひばじ|ひぼし|かばし|ひばしい
3	紫蘇	しそ	紫素|志蘇|紫曾|詩蘇|紫礎	じそ|しぞ|しそう|しそお|しす
3	蓬	よもぎ	蕨|薊|萩|芒|薺	よもき|よもげ|よむぎ|よもぎい|ほもぎ
3	芥子	からし	辛芥|殻子|芥志|加羅志|芥市	がらし|からじ|からす|かなし|からしい
3	榊	さかき	榎|槙|樫|椿|楓	さがき|さかぎ|さかけ|さかきい|さきか
3	楡	にれ	椋|榎|楓|樅|檜	にり|にれい|にら|にろ|にれえ
3	椋	むく	楡|榎|樫|槙|樅	むぐ|むけ|むこう|もく|むくう
3	檜	ひのき	榊|榎|楠|槙|樫	ひのぎ|ひのけ|ひのきい|ひねき|ひのこ
3	樅	もみ	楡|椋|榎|槙|檜	もび|もみい|もむ|もめ|もに
3	柊	ひいらぎ	榊|椿|楓|榎|樫	ひらぎ|ひいらき|ひいらげ|ひららぎ|ひいらぎい
3	鯔	ぼら	鰍|鱸|鯰|鱧|鱚	ほら|ぼらあ|ぼれ|ぼろ|ぼり
3	鰍	かじか	鯔|鱸|鯰|鰆|鱧	かしか|かじが|かじけ|かじこ|かじかあ
3	鱸	すずき	鯔|鰍|鯰|鱚|鯊	すずぎ|すづき|すずけ|すずきい|すすき
3	鯰	なまず	鯔|鰍|鱸|鱧|鰌	なまつ|なまずう|なめず|なまじ|なます
3	蛭	ひる	虻|蚋|蚤|蛾|蠅	びる|ひろ|ひるう|ひり|ひゅる
3	田螺	たにし	谷螺|田西|田似志|多螺|田螺志	だにし|たにじ|たにす|たにしい|たなし
3	鵜	う	鷺|鴫|鴇|鴨|雁	うう|おう|うえ|うい|ゆ
3	鶏冠	とさか	鶏坂|鳥冠|鶏嵩|戸坂|鶏冠木	どさか|とざか|とさが|とさけ|とさかあ
3	時鳥	ほととぎす	時鳥栖|保登鳥|時鶏|時鳥須|歩都鳥	ほどとぎす|ほとときす|ほとぎす|ほととぎず|ほととぎすう
3	尤も	もっとも	尤共|尤友|尤母|尤元|尤面	もつとも|もっともお|もとも|もっとと|もっとま
3	兎も角	ともかく	兎も格|友も角|兎模角|友角|兎も覚	どもかく|ともがく|ともかこ|ともかけ|ともかくう
3	寧ろ	むしろ	寧路|無代ろ|寧呂|虫ろ|寧朗	むじろ|むしろう|むしら|ねいろ|むしれ
3	偶々	たまたま	偶玉|玉々|偶多摩|多々玉|偶々間	だまたま|たまだま|たまたも|たままた|たまたまい
3	態々	わざわざ	態技|和座々|態座|技々|態々座	わさわざ|わざわさ|わざわだ|わざわざあ|わざざ
3	予て	かねて	予手|予音|可根て|金て|予根	がねて|かねで|かねた|かれて|かねてい
3	殆ど	ほとんど	殆戸|歩屯ど|保頓ど|殆土|程ど	ほどんど|ほとんと|ほとど|ほとんで|ほとんどう
3	恰も	あたかも	恰加も|当かも|阿高も|恰模|安多加も	あたけも|あたがも|あたかの|あたかもお|あたこも
3	専ら	もっぱら	専原|持っぱら|専羅|勿ぱら|専良	もつぱら|もっぱだ|もっぱれ|もっぱらあ|もぱら
3	生憎	あいにく	生肉|愛憎|相憎|生二九|愛似苦	あいにぐ|あいなく|あえにく|あいにくう|あいにけ
3	些か	いささか	些坂|伊佐か|些々か|井笹か|些賀	いざさか|いさざか|いささが|いさか|いささかあ
3	暫く	しばらく	暫楽|芝らく|暫羅久|柴らく|暫良く	じばらく|しはらく|しばらぐ|しばらけ|しばらくう
3	僅か	わずか	僅賀|和図か|僅坂|輪ずか|僅華	わすか|わずが|わずけ|わづか|わずかあ
3	仄か	ほのか	仄香|穂乃か|仄賀|保野か|仄華	ぼのか|ほのが|ほのけ|ほのかあ|ほなか
3	誂える	あつらえる	誂替える|厚らえる|誂羅える|集らえる|誂得る	あづらえる|あつらえう|あつらいる|あつられる|あつらえるう
3	拵える	こしらえる	拵良える|越らえる|拵羅える|腰らえる|拵得る	ごしらえる|こじらえる|こしらいる|こしられる|こしらえう
3	労う	ねぎらう	労良う|祢ぎらう|労羅う|根切らう|労楽う	ねきらう|ねぎらおう|ねぎろう|ねぎらえ|ねぎらうう
3	諫める	いさめる	諫芽る|諫米る|諫目る|伊佐める|諫女る	いざめる|いさまる|いさめり|いさもる|いさめるう
3	咎める	とがめる	咎芽る|戸賀める|咎目る|咎女る|都賀める	どがめる|とがまる|とがめり|とがもる|とがめるう
3	怯む	ひるむ	怯夢|比留む|怯無|昼む|怯六	びるむ|ひろむ|ひるめ|ひるも|ひるむう
3	捗る	はかどる	捗取る|計る|捗戸る|捗通る|葉角る	ばかどる|はかとる|はかどり|はかどれ|はかどるう
3	漲る	みなぎる	漲木る|皆ぎる|漲切る|水凪る|漲来る	みなきる|みながる|みなぎり|みなぎれ|みなぎるう
3	悴む	かじかむ	悴加む|梶噛む|悴賀む|加治かむ|悴香む	かしかむ|かじがむ|かじかめ|かじこむ|かじかむう
3	弄る	いじる	弄地る|意地る|弄字る|伊治る|弄路る	いしる|いじり|いじれ|いじら|いじるう
3	撓む	たわむ	撓輪む|多和む|撓羽む|田輪む|撓和む	だわむ|たわめ|たわも|たわみ|たわむう
3	撓る	しなる	撓成る|志奈る|撓鳴る|品る|撓奈る	じなる|しなり|しなれ|しなら|しなるう
3	縺れる	もつれる	縺連る|持つれる|縺礼る|藻連る|縺麗る	もづれる|もつれり|もつれろ|もつらる|もつれるう
3	綻ぶ	ほころぶ	綻路ぶ|保古呂ぶ|綻露ぶ|歩頃ぶ|綻炉ぶ	ぼころぶ|ほごろぶ|ほころぼ|ほころび|ほころぶう
3	解れる	ほつれる	解連る|保津れる|解礼る|歩連る|解麗る	ぼつれる|ほづれる|ほつれり|ほつれろ|ほつれるう
3	解す	ほぐす	解具す|保具す|解久す|歩具す|解寿	ぼぐす|ほくす|ほぐせ|ほぐし|ほぐすう
3	窄む	すぼむ	窄母む|須保む|窄穂む|巣母む|窄暮む	ずぼむ|すほむ|すぼめ|すぼも|すぼむう
3	萎える	なえる	萎江る|苗える|萎得る|奈江る|萎衣る	なえろ|なえり|なえら|なえるう|なやる
3	萎びる	しなびる	萎美る|品びる|萎尾る|志奈びる|萎火る	しなひる|しなびり|しなびれ|しなべる|しなびるう
3	嵩む	かさむ	嵩佐む|笠む|嵩差む|加佐む|嵩狭む	がさむ|かざむ|かさめ|かさも|かさむう
3	嵩張る	かさばる	嵩貼る|笠張る|嵩針る|加佐張る|嵩晴る	かざばる|かさはる|かさばり|かさばれ|かさばるう
3	翳る	かげる	翳下る|翳蹴る|香下る|翳減る|翳照る	かける|かげり|かげれ|かげら|かげるう
3	喘ぐ	あえぐ	喘具|阿江ぐ|喘久|会えぐ|喘句	あえく|あえぎ|あえげ|あえる|あえぐう
3	戯れる	たわむれる	戯輪れる|多和むれる|戯羽れる|田輪むれる|戯和れる	だわむれる|たわむれり|たわむれろ|たわもれる|たわむれるう
3	焦れる	じれる	焦礼る|自れる|焦連る|次礼る|焦麗る	しれる|じれり|じれろ|じらる|じれるう
3	水際	みぎわ	水際輪|美際|水木和|水際羽|実際輪	みきわ|みぎは|みぎわあ|みげわ|みぎえ
3	浅葱	あさぎ	浅木|朝葱|浅城|麻葱|浅黄木	あざぎ|あさき|あさげ|あさぎい|あさご
3	萌黄	もえぎ	萌季|燃黄|萌城|萌葱木|母江黄	もえき|もえじ|もえげ|もえぎい|もやぎ
3	鈍色	にびいろ	鈍彩|仁尾色|鈍色路|二美色|鈍伊呂	にひいろ|にびろ|にびいろう|にべいろ|にびえろ
3	胡粉	ごふん	胡紛|五粉|胡文|御粉|胡分	こふん|ごぶん|ごふう|ごふんう|ごぷん
3	朽葉	くちば	朽羽|口葉|朽場|久知葉|朽端	ぐちば|くちは|くちぱ|くちばあ|くちべ
3	常磐	ときわ	常盤木|時磐|常木輪|登紀和|常石	どきわ|とぎわ|ときは|ときわあ|ときえ
3	朝靄	あさもや	朝藻屋|麻靄|朝模屋|浅靄|朝茂夜	あざもや|あさもゃ|あさもよ|あさもやあ|あさやも
3	靄	もや	霧|霞|霙|霰|雹	ぼや|もゃ|もゆ|もやあ|もよ
3	疾風	はやて	疾手|早風|疾立|葉矢手|疾天	ばやて|はやで|はやた|はやてい|はえて
3	芳しい	かんばしい	芳志い|甘芳しい|芳詩い|勘場しい|芳椎	がんばしい|かんはしい|かんばじい|かんばし|かんばしいい
3	礫	つぶて	石礫|小石|石片|飛石|砂礫	つふて|つぶで|つぶた|つべて|つぶてい
3	轡	くつわ	鞍|鐙|鞭|鞘|轍	ぐつわ|くづわ|くつば|くつえ|くつわあ
3	鐙	あぶみ	鞍|轡|鞭|鞘|鎧	あぶび|あふみ|あぶめ|あぶに|あぶみい
3	鉋	かんな	鑿|鋸|錐|鏝|斧	がんな|かんだ|かな|かんね|かんなあ
3	鑿	のみ	錐|鉋|鋸|鏝|槌	のび|のみい|のめ|のり|のむ
3	鋸	のこぎり	鉋|鑿|錐|鎌|斧	のこきり|のこぎれ|のごぎり|のこりぎ|のこぎりい
3	鏝	こて	鋏|鑿|鉋|鋸|鍬	ごて|こで|こてい|こち|こてえ
3	鍬	くわ	鋤|鎌|斧|鉈|鏝	ぐわ|くあ|くわあ|くえ|くお
3	鋤	すき	鍬|鎌|鉈|斧|鑿	ずき|すぎ|すけ|すきい|すこ
3	鎹	かすがい	釘|鋲|楔|鎖|鉤	かずがい|かすかい|かすがえ|かすげい|かすがいあ
3	楔	くさび	杭|釘|鎹|鉤|鋲	ぐさび|くざび|くさひ|くさべ|くさびい
3	甕	かめ	壺|水壺|樽|桶|鉢	がめ|かめい|かめえ|かみ|かも
3	盃	さかずき	酒器|猪口|徳利|椀|鉢	さかすき|さかづき|さがずき|さかずけ|さかずきい
3	箕	み	笊|籠|篩|桶|鉢	び|みい|め|む|みえ
3	篩	ふるい	笊|箕|籠|網|箒	ぶるい|ふるえ|ふろい|ふるいあ|ふるき
3	笊	ざる	籠|箕|篩|桶|鉢	さる|ざれ|ざろ|ざるい|じゃる
3	薦	こも	筵|簑|藁|畳|蓙	ごも|こもお|こめ|こむ|こま
3	簑	みの	蓑笠|笠|襷|袂|裾	みのお|みな|みぬ|みね|みのう
3	俎	まないた	切台|包丁|杓子|擂鉢|膳	まないら|まないだ|まなえた|まないて|まないたい
3	杵	きね	臼|槌|棒|柄杓|擂粉木	ぎね|きに|きねい|きの|きれ
3	臼	うす	杵|鉢|甕|桶|擂鉢	うず|うすう|うせ|うそ|うしい
3	竈	かまど	炉|釜|火鉢|囲炉裏|焜炉	がまど|かまどお|かまと|かまろ|かまどい
3	鬘	かつら	簪|櫛|髷|烏帽子|冠	がつら|かづら|かつれ|かつらあ|かちら
3	鬣	たてがみ	髭|鬘|毛並|尾|角	だてがみ|たてかみ|たてがめ|たでがみ|たてがみい
3	嘴	くちばし	牙|角|嘴先|舌|顎	ぐちばし|くちはし|くちばじ|くちばせ|くちばしい
3	蹄	ひづめ	爪|踵|足裏|趾|蹠	ひつめ|ひずめ|ひづみ|ひづめい|ひどめ
3	脛	すね	膝|腿|腓|踝|踵	ずね|すれ|すねい|すに|すぬ
3	腓	こむら	脛|腿|膝|踵|踝	ごむら|こぶら|こむれ|こもら|こむらあ
3	臂	ひじ	腕先|腕|腋|肩|掌	ひし|ひじい|びじ|ひち|ひず
3	眦	まなじり	瞼|眉|睫毛|瞳|眸	まなじれ|まなじる|まなじい|まなちり|まなじりい
3	眸	ひとみ	瞳孔|眼差し|瞼|眦|眉	ひどみ|ひとび|ひとめ|ひとみい|ひつみ
3	顎	あご	頬|顎先|喉|口元|歯茎	あこ|あごう|あごい|あが|あげ
3	喉	のど	顎|舌|口蓋|咽喉|頬	のと|のどお|のだ|のて|のどう
3	掌	てのひら	拳|手首|甲|指先|肘	てのびら|てのひれ|てのひろ|てのひらあ|てひら
3	拳	こぶし	掌|手首|肘|腕|指先	ごぶし|こふし|こぶじ|こぶせ|こぶしい
3	跪く	ひざまずく	躓く|屈む|蹲る|座る|伏せる	ひざまつく|ひざまずぐ|ひざまぞく|ひざますく|ひざまずけ
3	襟足	えりあし	襟元|首筋|肩口|後髪|袖口	えりあじ|えりあせ|えりあしい|えれあし|えりなし
3	眼差し	まなざし	目線|眼光|視線|目付き|眸	まなさし|まなざじ|まなざせ|まなざしい|まなだし
3	瞬き	まばたき	眼差し|瞼|目配せ|目付き|瞬間	まはたき|まばだき|まばたけ|まばたきい|まぶたき
3	欠片	かけら	破片|欠け端|木端|断片|小片	がけら|かげら|かけれ|かけらあ|かけろ
3	木端	こっぱ	端材|木屑片|破片|木屑|小枝	ごっぱ|こつぱ|こっは|こっぱあ|こっぺ
3	端切れ	はぎれ	切端|布切れ|切布|余布|端布	はきれ|はぎれい|はぎら|はぎろ|はぎり
3	屑	くず	塵|埃|滓|煤|欠片	ぐず|くす|くずう|くぜ|くぞ
3	塵	ちり	埃|屑|煤|灰|滓	ぢり|ちれ|ちりい|ちら|ちる
3	埃	ほこり	塵|煤|灰|屑|垢	ぼこり|ほごり|ほこりい|ほこる|ほころ
3	煤	すす	灰|塵|埃|炭|垢	ずす|すすう|すせ|すそ|すし
3	錆	さび	煤|垢|滓|塵|灰	ざび|さひ|さびい|さべ|さぼ
3	滓	かす	屑|塵|垢|澱|煤	がす|かず|かすう|かせ|かそ
3	垢	あか	滓|塵|埃|煤|灰	あが|あかあ|あけ|あこ|あき
3	灰汁	あく	灰水|渋|苦汁|煮汁|濁汁	あぐ|あくう|あけ|あこ|あき
3	糠	ぬか	粕|籾|殻|藁|麩	ぬが|ぬかあ|ぬけ|ぬこ|ぬき
3	膾	なます	酢物|刺身|和物|漬物|塩辛	なまず|なまし|なますう|なまそ|なませ
3	醤	ひしお	味噌|醤油|麹|塩辛|酢	ひじお|ひしを|ひしょ|ひしおう|ひしえ
3	胡麻	ごま	荏胡麻|芥子|豆|粟|稗	こま|ごまあ|ごめ|ごも|ごみ
3	葦	あし	芒|藺|藁|竹|茅	あじ|あしい|あせ|あそ|あす
3	芒	すすき	葦|茅|藺|萩|蓬	すずき|すすぎ|すすけ|すすきい|すさき
3	茅	ちがや	葦|芒|藺|藁|蓬	ちかや|ちがゃ|ちがやあ|ちげや|ちがよ
3	藺	い	葦|茅|芒|藁|萱草	いい|え|う|いえ|ゆ
3	藁	わら	葦|茅|藺|芒|稲穂	わだ|わらあ|わろ|われ|わり
3	蜩	ひぐらし	蝉|蟋蟀|鈴虫|蛍|蜻蛉	ひくらし|ひぐらじ|ひぐれし|ひぐらせ|ひぐらしい
3	鷂	はいたか	鷹|隼|鳶|鷲|雁	はいだか|はいたが|はいたけ|はいたかあ|はえたか
3	鳶	とび	鷹|鷲|隼|鷺|雁	どび|とひ|とびい|とべ|とぼ
3	鮃	ひらめ	鰈|鯛|鰤|鯖|鯵	ひらべ|ひらめい|びらめ|ひらみ|ひらも
3	鮴	ごり	鰌|鯊|鱚|鯔|鰍	こり|ごりい|ごれ|ごろ|ごる
3	鱶	ふか	鮫|鯨|鱸|鯔|鰤	ぶか|ふが|ふかあ|ふけ|ふこ
3	鰭	ひれ	鰓|鱗|尾|背鰭|胸鰭	びれ|ひれい|ひろ|ひら|ひれえ
3	鰓	えら	鰭|鱗|尾|口|腹	えだ|えらあ|えれ|えろ|えり
3	鱗	うろこ	鰭|鰓|皮|甲羅|羽	うろご|うろこお|うるこ|うろけ|うろか
3	澪	みお	淵|瀬|湊|浦|灘	みを|みおう|みえ|みよ|みおい
3	淵	ふち	瀬|澪|沼|池|潟	ぶち|ふじ|ふちい|ふて|ふし
3	潟	かた	浜|浦|瀬|淵|灘	がた|かたあ|かて|かど|かつ
3	灘	なだ	浦|浜|沖|湊|瀬	なた|なだあ|なで|など|なぢ
3	湊	みなと	港口|浦|灘|浜|船着場	みなど|みなとお|みなて|みなの|みなた
3	汐	しお	波|浜|瀬|浦|汀	じお|しおう|しを|しえ|しおい
3	袂	たもと	袖|裾|襟|袈裟|袴	だもと|たもど|たもて|たもとお|たもろ
3	裾	すそ	袖|袂|襟|褄|袴	ずそ|すぞ|すそお|すせ|すさ
3	褄	つま	裾|袖|袂|襟|襞	づま|つまあ|つめ|つも|つみ
3	襞	ひだ	襟|裾|袖|袂|褄	びだ|ひた|ひだあ|ひで|ひど
3	裃	かみしも	袴|羽織|着物|袈裟|襷	がみしも|かみじも|かみしめ|かみしもお|かみも
3	褌	ふんどし	袴|帯|襷|足袋|草履	ふんとし|ふんどじ|ふんどせ|ふんどしい|ふどし
3	庇	ひさし	軒|梁|柱|桁|欄間	びさし|ひざし|ひさじ|ひさせ|ひさしい
3	框	かまち	敷居|鴨居|欄間|長押|柱	がまち|かまじ|かまちい|かまて|かまつ
3	沓脱	くつぬぎ	上框|敷居|土間|縁側|玄関	くつぬき|くづぬぎ|くつぬげ|くつぬぎい|くつぬく
3	祠	ほこら	社|堂|寺|社殿|鳥居	ぼこら|ほごら|ほこり|ほこらあ|ほくら
3	社	やしろ	祠|堂|寺|社殿|鳥居	やじろ|やしろう|やしれ|やしら|やしろい
3	厠	かわや	便所|納屋|蔵|小屋|土間	がわや|かわゃ|かわやあ|かはや|かわよ
3	梁	はり	柱|桁|棟|軒|庇	ばり|はりい|はる|はれ|はろ
3	桁	けた	梁|柱|棟|軒|庇	げた|けだ|けたい|けて|けと
3	棟	むね	梁|桁|柱|軒|庇	むで|むねい|むに|むれ|むろ
3	甍	いらか	瓦|棟|庇|軒|梁	いらが|いらかあ|いらけ|いろか|いらこ
3	軒	のき	庇|梁|桁|棟|欄間	のぎ|のきい|のけ|のこ|のく
